case_id,activity,event_order,exchange_rate
2162,Check exchange rate,2,0.97
2162,Check exchange rate,3,0.96
2162,Check exchange rate,4,1.04
2162,Check exchange rate,5,1.07
2162,Check exchange rate,6,0.84
2162,Check exchange rate,7,0.93
2162,Check exchange rate,8,0.92
2162,Check exchange rate,9,0.98
2162,Check exchange rate,10,0.8
2162,Check exchange rate,11,1.11
2162,Check exchange rate,12,1.01
2162,Pays by card,13,
2163,Check-in,1,
2163,Check exchange rate,2,0.99
2163,Check exchange rate,3,0.99
2163,Check exchange rate,4,1.13
2163,Check exchange rate,5,0.8
2163,Check exchange rate,6,1.19
2163,Check exchange rate,7,1.07
2163,Check exchange rate,8,1.01
2163,Check exchange rate,9,0.91
2163,Check exchange rate,10,0.96
2163,Check exchange rate,11,1.06
2163,Check exchange rate,12,1.06
2163,Pays cash,13,
2164,Check-in,1,
2164,Check exchange rate,2,1.05
2164,Check exchange rate,3,1.15
2164,Check exchange rate,4,1.0
2164,Check exchange rate,5,0.9
2164,Check exchange rate,6,1.0
2164,Check exchange rate,7,1.08
2164,Check exchange rate,8,0.79
2164,Check exchange rate,9,1.0
2164,Check exchange rate,10,1.07
2164,Check exchange rate,11,1.02
2164,Check exchange rate,12,0.96
2164,Pays by card,13,
2165,Check-in,1,
2165,Check exchange rate,2,0.88
2165,Check exchange rate,3,1.32
2165,Check exchange rate,4,0.97
2165,Check exchange rate,5,0.99
2165,Check exchange rate,6,1.06
2165,Check exchange rate,7,1.1
2165,Check exchange rate,8,1.02
2165,Check exchange rate,9,1.12
2165,Check exchange rate,10,0.88
2165,Check exchange rate,11,0.92
2165,Check exchange rate,12,1.12
2165,Pays cash,13,
2166,Check-in,1,
2166,Check exchange rate,2,0.78
2166,Check exchange rate,3,1.0
2166,Check exchange rate,4,1.12
2166,Check exchange rate,5,1.0
2166,Check exchange rate,6,1.06
2166,Check exchange rate,7,1.06
2166,Check exchange rate,8,0.97
2166,Check exchange rate,9,0.76
2166,Check exchange rate,10,1.13
2166,Check exchange rate,11,1.04
2166,Check exchange rate,12,0.87
2166,Pays cash,13,
2167,Check-in,1,
2167,Check exchange rate,2,1.04
2167,Check exchange rate,3,1.13
2167,Check exchange rate,4,1.02
2167,Check exchange rate,5,0.96
2167,Check exchange rate,6,1.24
2167,Check exchange rate,7,0.99
2167,Check exchange rate,8,1.03
2167,Check exchange rate,9,1.02
2167,Check exchange rate,10,0.99
2167,Check exchange rate,11,1.04
2167,Check exchange rate,12,0.92
2167,Pays by card,13,
2168,Check-in,1,
2168,Check exchange rate,2,1.2
2168,Check exchange rate,3,1.12
2168,Check exchange rate,4,1.04
2168,Check exchange rate,5,0.99
2168,Check exchange rate,6,0.97
2168,Check exchange rate,7,0.9
2168,Check exchange rate,8,1.19
2168,Check exchange rate,9,0.9
2168,Check exchange rate,10,0.92
2168,Check exchange rate,11,0.98
2168,Check exchange rate,12,0.99
2168,Pays by card,13,
2169,Check-in,1,
2169,Check exchange rate,2,1.06
2169,Check exchange rate,3,0.85
2169,Check exchange rate,4,0.97
2169,Check exchange rate,5,0.96
2169,Check exchange rate,6,0.95
2169,Check exchange rate,7,1.19
2169,Check exchange rate,8,0.88
2169,Check exchange rate,9,0.99
2169,Check exchange rate,10,1.03
2169,Check exchange rate,11,0.9
2169,Check exchange rate,12,1.05
2169,Pays by card,13,
2170,Check-in,1,
2170,Check exchange rate,2,0.95
2170,Check exchange rate,3,0.91
2170,Check exchange rate,4,1.26
2170,Check exchange rate,5,0.98
2170,Check exchange rate,6,0.91
2170,Check exchange rate,7,1.01
2170,Check exchange rate,8,1.08
2170,Check exchange rate,9,0.99
2170,Check exchange rate,10,1.02
2170,Check exchange rate,11,1.1
2170,Check exchange rate,12,0.9
2170,Pays by card,13,
2171,Check-in,1,
2171,Check exchange rate,2,1.02
2171,Check exchange rate,3,0.99
2171,Check exchange rate,4,0.83
2171,Check exchange rate,5,0.97
2171,Check exchange rate,6,1.17
2171,Check exchange rate,7,0.98
2171,Check exchange rate,8,0.9
2171,Check exchange rate,9,1.05
2171,Check exchange rate,10,0.93
2171,Check exchange rate,11,0.99
2171,Check exchange rate,12,0.87
2171,Pays cash,13,
2172,Check-in,1,
2172,Check exchange rate,2,0.94
2172,Check exchange rate,3,1.01
2172,Check exchange rate,4,1.15
2172,Check exchange rate,5,1.05
2172,Check exchange rate,6,0.99
2172,Check exchange rate,7,0.79
2172,Check exchange rate,8,0.99
2172,Check exchange rate,9,1.08
2172,Check exchange rate,10,1.1
2172,Check exchange rate,11,1.13
2172,Check exchange rate,12,0.93
2172,Pays cash,13,
2173,Check-in,1,
2173,Check exchange rate,2,0.96
2173,Check exchange rate,3,1.08
2173,Check exchange rate,4,0.98
2173,Check exchange rate,5,0.93
2173,Check exchange rate,6,0.96
2173,Check exchange rate,7,1.08
2173,Check exchange rate,8,0.84
2173,Check exchange rate,9,0.96
2173,Check exchange rate,10,1.11
2173,Check exchange rate,11,0.98
2173,Check exchange rate,12,1.03
2173,Pays by card,13,
2174,Check-in,1,
2174,Check exchange rate,2,0.91
2174,Check exchange rate,3,1.09
2174,Check exchange rate,4,0.99
2174,Check exchange rate,5,0.98
2174,Check exchange rate,6,0.91
2174,Check exchange rate,7,1.08
2174,Check exchange rate,8,1.19
2174,Check exchange rate,9,1.06
2174,Check exchange rate,10,0.96
2174,Check exchange rate,11,1.14
2174,Check exchange rate,12,1.04
2174,Pays cash,13,
2175,Check-in,1,
2175,Check exchange rate,2,0.96
2175,Check exchange rate,3,0.98
2175,Check exchange rate,4,1.13
2175,Check exchange rate,5,0.94
2175,Check exchange rate,6,0.95
2175,Check exchange rate,7,1.05
2175,Check exchange rate,8,1.16
2175,Check exchange rate,9,0.98
2175,Check exchange rate,10,0.74
2175,Check exchange rate,11,0.84
2175,Check exchange rate,12,1.03
2175,Pays cash,13,
2176,Check-in,1,
2176,Check exchange rate,2,0.92
2176,Check exchange rate,3,0.85
2176,Check exchange rate,4,0.87
2176,Check exchange rate,5,1.0
2176,Check exchange rate,6,0.84
2176,Check exchange rate,7,0.85
2176,Check exchange rate,8,1.02
2176,Check exchange rate,9,0.94
2176,Check exchange rate,10,1.04
2176,Check exchange rate,11,0.97
2176,Check exchange rate,12,0.98
2176,Pays cash,13,
2177,Check-in,1,
2177,Check exchange rate,2,1.08
2177,Check exchange rate,3,0.94
2177,Check exchange rate,4,0.96
2177,Check exchange rate,5,0.89
2177,Check exchange rate,6,0.87
2177,Check exchange rate,7,0.84
2177,Check exchange rate,8,0.87
2177,Check exchange rate,9,1.16
2177,Check exchange rate,10,0.93
2177,Check exchange rate,11,0.71
2177,Check exchange rate,12,0.94
2177,Pays by card,13,
2178,Check-in,1,
2178,Check exchange rate,2,1.0
2178,Check exchange rate,3,0.89
2178,Check exchange rate,4,1.05
2178,Check exchange rate,5,0.97
2178,Check exchange rate,6,1.03
2178,Check exchange rate,7,1.0
2178,Check exchange rate,8,0.86
2178,Check exchange rate,9,1.13
2178,Check exchange rate,10,1.0
2178,Check exchange rate,11,0.96
2178,Check exchange rate,12,1.06
2178,Pays by card,13,
2179,Check-in,1,
2179,Check exchange rate,2,0.88
2179,Check exchange rate,3,0.98
2179,Check exchange rate,4,0.99
2179,Check exchange rate,5,1.05
2179,Check exchange rate,6,1.15
2179,Check exchange rate,7,0.95
2179,Check exchange rate,8,1.07
2179,Check exchange rate,9,0.92
2179,Check exchange rate,10,1.03
2179,Check exchange rate,11,1.1
2179,Check exchange rate,12,0.87
2179,Pays cash,13,
2180,Check-in,1,
2180,Check exchange rate,2,1.1
2180,Check exchange rate,3,0.94
2180,Check exchange rate,4,0.89
2180,Check exchange rate,5,1.13
2180,Check exchange rate,6,1.0
2180,Check exchange rate,7,1.11
2180,Check exchange rate,8,0.99
2180,Check exchange rate,9,1.22
2180,Check exchange rate,10,1.12
2180,Check exchange rate,11,0.98
2180,Check exchange rate,12,1.0
2180,Pays by card,13,
2181,Check-in,1,
2181,Check exchange rate,2,1.0
2181,Check exchange rate,3,1.06
2181,Check exchange rate,4,0.9
2181,Check exchange rate,5,0.99
2181,Check exchange rate,6,0.92
2181,Check exchange rate,7,1.02
2181,Check exchange rate,8,0.92
2181,Check exchange rate,9,1.01
2181,Check exchange rate,10,0.97
2181,Check exchange rate,11,0.98
2181,Check exchange rate,12,1.21
2181,Pays cash,13,
2182,Check-in,1,
2182,Check exchange rate,2,0.97
2182,Check exchange rate,3,0.94
2182,Check exchange rate,4,1.22
2182,Check exchange rate,5,0.95
2182,Check exchange rate,6,0.95
2182,Check exchange rate,7,1.18
2182,Check exchange rate,8,1.1
2182,Check exchange rate,9,0.96
2182,Check exchange rate,10,1.08
2182,Check exchange rate,11,0.98
2182,Check exchange rate,12,0.98
2182,Pays by card,13,
2183,Check-in,1,
2183,Check exchange rate,2,0.92
2183,Check exchange rate,3,1.2
2183,Check exchange rate,4,0.9
2183,Check exchange rate,5,1.02
2183,Check exchange rate,6,0.98
2183,Check exchange rate,7,1.09
2183,Check exchange rate,8,1.01
2183,Check exchange rate,9,1.02
2183,Check exchange rate,10,0.74
2183,Check exchange rate,11,0.92
2183,Check exchange rate,12,1.07
2183,Pays cash,13,
2184,Check-in,1,
2184,Check exchange rate,2,1.02
2184,Check exchange rate,3,1.19
2184,Check exchange rate,4,0.99
2184,Check exchange rate,5,0.84
2184,Check exchange rate,6,1.19
2184,Check exchange rate,7,0.96
2184,Check exchange rate,8,1.15
2184,Check exchange rate,9,1.06
2184,Check exchange rate,10,0.99
2184,Check exchange rate,11,1.1
2184,Check exchange rate,12,0.93
2184,Pays by card,13,
2185,Check-in,1,
2185,Check exchange rate,2,0.97
2185,Check exchange rate,3,0.96
2185,Check exchange rate,4,1.13
2185,Check exchange rate,5,0.95
2185,Check exchange rate,6,0.97
2185,Check exchange rate,7,1.07
2185,Check exchange rate,8,0.86
2185,Check exchange rate,9,0.92
2185,Check exchange rate,10,0.93
2185,Check exchange rate,11,1.01
2185,Check exchange rate,12,0.97
2185,Pays by card,13,
2186,Check-in,1,
2186,Check exchange rate,2,1.11
2186,Check exchange rate,3,0.88
2186,Check exchange rate,4,1.02
2186,Check exchange rate,5,0.98
2186,Check exchange rate,6,0.9
2186,Check exchange rate,7,0.88
2186,Check exchange rate,8,0.93
2186,Check exchange rate,9,0.92
2186,Check exchange rate,10,0.98
2186,Check exchange rate,11,0.96
2186,Check exchange rate,12,1.04
2186,Pays by card,13,
2187,Check-in,1,
2187,Check exchange rate,2,1.08
2187,Check exchange rate,3,0.99
2187,Check exchange rate,4,0.9
2187,Check exchange rate,5,1.08
2187,Check exchange rate,6,0.91
2187,Check exchange rate,7,1.0
2187,Check exchange rate,8,0.99
2187,Check exchange rate,9,0.98
2187,Check exchange rate,10,0.96
2187,Check exchange rate,11,0.92
2187,Check exchange rate,12,0.84
2187,Pays by card,13,
2188,Check-in,1,
2188,Check exchange rate,2,0.95
2188,Check exchange rate,3,1.04
2188,Check exchange rate,4,1.04
2188,Check exchange rate,5,0.89
2188,Check exchange rate,6,0.88
2188,Check exchange rate,7,1.02
2188,Check exchange rate,8,0.96
2188,Check exchange rate,9,1.09
2188,Check exchange rate,10,0.89
2188,Check exchange rate,11,0.81
2188,Check exchange rate,12,1.06
2188,Pays cash,13,
2189,Check-in,1,
2189,Check exchange rate,2,0.81
2189,Check exchange rate,3,1.04
2189,Check exchange rate,4,0.97
2189,Check exchange rate,5,1.11
2189,Check exchange rate,6,0.89
2189,Check exchange rate,7,0.92
2189,Check exchange rate,8,0.81
2189,Check exchange rate,9,1.08
2189,Check exchange rate,10,0.92
2189,Check exchange rate,11,1.0
2189,Check exchange rate,12,1.1
2189,Pays cash,13,
2190,Check-in,1,
2190,Check exchange rate,2,0.97
2190,Check exchange rate,3,1.03
2190,Check exchange rate,4,0.97
2190,Check exchange rate,5,1.21
2190,Check exchange rate,6,1.13
2190,Check exchange rate,7,1.21
2190,Check exchange rate,8,1.05
2190,Check exchange rate,9,1.09
2190,Check exchange rate,10,0.9
2190,Check exchange rate,11,0.97
2190,Check exchange rate,12,1.09
2190,Pays cash,13,
2191,Check-in,1,
2191,Check exchange rate,2,1.03
2191,Check exchange rate,3,0.9
2191,Check exchange rate,4,1.01
2191,Check exchange rate,5,1.09
2191,Check exchange rate,6,1.16
2191,Check exchange rate,7,0.82
2191,Check exchange rate,8,1.0
2191,Check exchange rate,9,1.05
2191,Check exchange rate,10,1.03
2191,Check exchange rate,11,1.1
2191,Check exchange rate,12,1.07
2191,Pays cash,13,
2192,Check-in,1,
2192,Check exchange rate,2,1.07
2192,Check exchange rate,3,0.96
2192,Check exchange rate,4,0.86
2192,Check exchange rate,5,1.06
2192,Check exchange rate,6,1.2
2192,Check exchange rate,7,1.03
2192,Check exchange rate,8,1.06
2192,Check exchange rate,9,0.88
2192,Check exchange rate,10,1.0
2192,Check exchange rate,11,0.99
2192,Check exchange rate,12,0.91
2192,Pays by card,13,
2193,Check-in,1,
2193,Check exchange rate,2,1.04
2193,Check exchange rate,3,1.04
2193,Check exchange rate,4,1.08
2193,Check exchange rate,5,0.85
2193,Check exchange rate,6,1.0
2193,Check exchange rate,7,1.09
2193,Check exchange rate,8,0.81
2193,Check exchange rate,9,0.99
2193,Check exchange rate,10,0.88
2193,Check exchange rate,11,0.94
2193,Check exchange rate,12,0.75
2193,Pays by card,13,
2194,Check-in,1,
2194,Check exchange rate,2,0.99
2194,Check exchange rate,3,1.03
2194,Check exchange rate,4,1.06
2194,Check exchange rate,5,1.11
2194,Check exchange rate,6,0.96
2194,Check exchange rate,7,0.93
2194,Check exchange rate,8,1.09
2194,Check exchange rate,9,0.83
2194,Check exchange rate,10,1.08
2194,Check exchange rate,11,1.01
2194,Check exchange rate,12,1.04
2194,Pays by card,13,
2195,Check-in,1,
2195,Check exchange rate,2,1.04
2195,Check exchange rate,3,0.94
2195,Check exchange rate,4,1.11
2195,Check exchange rate,5,1.04
2195,Check exchange rate,6,0.86
2195,Check exchange rate,7,0.91
2195,Check exchange rate,8,1.16
2195,Check exchange rate,9,0.86
2195,Check exchange rate,10,1.23
2195,Check exchange rate,11,0.94
2195,Check exchange rate,12,1.16
2195,Pays by card,13,
2196,Check-in,1,
2196,Check exchange rate,2,1.13
2196,Check exchange rate,3,0.86
2196,Check exchange rate,4,0.89
2196,Check exchange rate,5,1.05
2196,Check exchange rate,6,1.05
2196,Check exchange rate,7,0.98
2196,Check exchange rate,8,0.96
2196,Check exchange rate,9,0.96
2196,Check exchange rate,10,0.91
2196,Check exchange rate,11,1.0
2196,Check exchange rate,12,0.84
2196,Pays cash,13,
2197,Check-in,1,
2197,Check exchange rate,2,1.11
2197,Check exchange rate,3,0.83
2197,Check exchange rate,4,1.14
2197,Check exchange rate,5,1.02
2197,Check exchange rate,6,1.0
2197,Check exchange rate,7,1.11
2197,Check exchange rate,8,1.09
2197,Check exchange rate,9,0.92
2197,Check exchange rate,10,0.96
2197,Check exchange rate,11,0.89
2197,Check exchange rate,12,0.85
2197,Pays cash,13,
2198,Check-in,1,
2198,Check exchange rate,2,1.04
2198,Check exchange rate,3,1.06
2198,Check exchange rate,4,1.12
2198,Check exchange rate,5,1.07
2198,Check exchange rate,6,0.98
2198,Check exchange rate,7,1.17
2198,Check exchange rate,8,0.88
2198,Check exchange rate,9,0.91
2198,Check exchange rate,10,1.02
2198,Check exchange rate,11,1.01
2198,Check exchange rate,12,1.08
2198,Pays cash,13,
2199,Check-in,1,
2199,Check exchange rate,2,1.02
2199,Check exchange rate,3,1.04
2199,Check exchange rate,4,1.04
2199,Check exchange rate,5,1.06
2199,Check exchange rate,6,1.02
2199,Check exchange rate,7,0.85
2199,Check exchange rate,8,1.05
2199,Check exchange rate,9,1.03
2199,Check exchange rate,10,0.86
2199,Check exchange rate,11,1.14
2199,Check exchange rate,12,1.05
2199,Pays cash,13,
2200,Check-in,1,
2200,Check exchange rate,2,0.97
2200,Check exchange rate,3,0.91
2200,Check exchange rate,4,0.91
2200,Check exchange rate,5,0.94
2200,Check exchange rate,6,0.97
2200,Check exchange rate,7,0.97
2200,Check exchange rate,8,1.16
2200,Check exchange rate,9,1.09
2200,Check exchange rate,10,1.03
2200,Check exchange rate,11,1.19
2200,Check exchange rate,12,0.99
2200,Pays cash,13,
2201,Check-in,1,
2201,Check exchange rate,2,1.05
2201,Check exchange rate,3,0.93
2201,Check exchange rate,4,1.12
2201,Check exchange rate,5,1.03
2201,Check exchange rate,6,0.93
2201,Check exchange rate,7,0.96
2201,Check exchange rate,8,0.93
2201,Check exchange rate,9,1.2
2201,Check exchange rate,10,1.0
2201,Check exchange rate,11,1.02
2201,Check exchange rate,12,1.07
2201,Pays by card,13,
2202,Check-in,1,
2202,Check exchange rate,2,1.11
2202,Check exchange rate,3,0.89
2202,Check exchange rate,4,1.11
2202,Check exchange rate,5,0.98
2202,Check exchange rate,6,0.93
2202,Check exchange rate,7,0.77
2202,Check exchange rate,8,1.13
2202,Check exchange rate,9,0.97
2202,Check exchange rate,10,0.99
2202,Check exchange rate,11,1.03
2202,Check exchange rate,12,1.19
2202,Pays by card,13,
2203,Check-in,1,
2203,Check exchange rate,2,0.98
2203,Check exchange rate,3,0.9
2203,Check exchange rate,4,1.0
2203,Check exchange rate,5,1.08
2203,Check exchange rate,6,0.79
2203,Check exchange rate,7,0.87
2203,Check exchange rate,8,0.97
2203,Check exchange rate,9,1.0
2203,Check exchange rate,10,0.99
2203,Check exchange rate,11,1.09
2203,Check exchange rate,12,1.05
2203,Pays cash,13,
2204,Check-in,1,
2204,Check exchange rate,2,0.94
2204,Check exchange rate,3,1.02
2204,Check exchange rate,4,1.01
2204,Check exchange rate,5,1.11
2204,Check exchange rate,6,1.06
2204,Check exchange rate,7,0.94
2204,Check exchange rate,8,1.06
2204,Check exchange rate,9,0.96
2204,Check exchange rate,10,0.92
2204,Check exchange rate,11,1.06
2204,Check exchange rate,12,1.02
2204,Pays by card,13,
2205,Check-in,1,
2205,Check exchange rate,2,0.88
2205,Check exchange rate,3,1.07
2205,Check exchange rate,4,0.95
2205,Check exchange rate,5,1.03
2205,Check exchange rate,6,1.13
2205,Check exchange rate,7,0.96
2205,Check exchange rate,8,1.01
2205,Check exchange rate,9,0.86
2205,Check exchange rate,10,0.92
2205,Check exchange rate,11,0.97
2205,Check exchange rate,12,0.89
2205,Pays by card,13,
2206,Check-in,1,
2206,Check exchange rate,2,1.07
2206,Check exchange rate,3,1.15
2206,Check exchange rate,4,1.01
2206,Check exchange rate,5,0.93
2206,Check exchange rate,6,0.66
2206,Check exchange rate,7,1.17
2206,Check exchange rate,8,0.87
2206,Check exchange rate,9,0.85
2206,Check exchange rate,10,0.97
2206,Check exchange rate,11,1.0
2206,Check exchange rate,12,1.0
2206,Pays by card,13,
2207,Check-in,1,
2207,Check exchange rate,2,0.91
2207,Check exchange rate,3,0.93
2207,Check exchange rate,4,1.09
2207,Check exchange rate,5,0.98
2207,Check exchange rate,6,0.97
2207,Check exchange rate,7,0.97
2207,Check exchange rate,8,0.99
2207,Check exchange rate,9,0.96
2207,Check exchange rate,10,0.91
2207,Check exchange rate,11,1.1
2207,Check exchange rate,12,0.94
2207,Pays cash,13,
2208,Check-in,1,
2208,Check exchange rate,2,0.97
2208,Check exchange rate,3,0.98
2208,Check exchange rate,4,1.12
2208,Check exchange rate,5,1.05
2208,Check exchange rate,6,1.16
2208,Check exchange rate,7,0.94
2208,Check exchange rate,8,0.88
2208,Check exchange rate,9,1.1
2208,Check exchange rate,10,1.0
2208,Check exchange rate,11,0.92
2208,Check exchange rate,12,1.05
2208,Pays by card,13,
2209,Check-in,1,
2209,Check exchange rate,2,0.93
2209,Check exchange rate,3,0.96
2209,Check exchange rate,4,1.11
2209,Check exchange rate,5,1.19
2209,Check exchange rate,6,0.97
2209,Check exchange rate,7,1.07
2209,Check exchange rate,8,0.77
2209,Check exchange rate,9,0.87
2209,Check exchange rate,10,1.01
2209,Check exchange rate,11,0.9
2209,Check exchange rate,12,1.2
2209,Pays by card,13,
2210,Check-in,1,
2210,Check exchange rate,2,0.93
2210,Check exchange rate,3,1.03
2210,Check exchange rate,4,1.19
2210,Check exchange rate,5,0.99
2210,Check exchange rate,6,1.0
2210,Check exchange rate,7,0.85
2210,Check exchange rate,8,1.01
2210,Check exchange rate,9,1.07
2210,Check exchange rate,10,0.99
2210,Check exchange rate,11,1.0
2210,Check exchange rate,12,1.02
2210,Pays cash,13,
2211,Check-in,1,
2211,Check exchange rate,2,0.9
2211,Check exchange rate,3,1.07
2211,Check exchange rate,4,0.98
2211,Check exchange rate,5,1.04
2211,Check exchange rate,6,0.8
2211,Check exchange rate,7,1.1
2211,Check exchange rate,8,1.26
2211,Check exchange rate,9,0.79
2211,Check exchange rate,10,0.97
2211,Check exchange rate,11,0.99
2211,Check exchange rate,12,1.09
2211,Pays cash,13,
2212,Check-in,1,
2212,Check exchange rate,2,0.95
2212,Check exchange rate,3,1.02
2212,Check exchange rate,4,1.01
2212,Check exchange rate,5,1.15
2212,Check exchange rate,6,1.12
2212,Check exchange rate,7,1.07
2212,Check exchange rate,8,0.97
2212,Check exchange rate,9,1.1
2212,Check exchange rate,10,0.94
2212,Check exchange rate,11,1.08
2212,Check exchange rate,12,0.93
2212,Pays by card,13,
2213,Check-in,1,
2213,Check exchange rate,2,1.03
2213,Check exchange rate,3,0.97
2213,Check exchange rate,4,0.94
2213,Check exchange rate,5,1.01
2213,Check exchange rate,6,0.97
2213,Check exchange rate,7,1.11
2213,Check exchange rate,8,0.91
2213,Check exchange rate,9,0.83
2213,Check exchange rate,10,0.86
2213,Check exchange rate,11,1.1
2213,Check exchange rate,12,0.9
2213,Pays by card,13,
2214,Check-in,1,
2214,Check exchange rate,2,0.97
2214,Check exchange rate,3,1.09
2214,Check exchange rate,4,0.97
2214,Check exchange rate,5,1.07
2214,Check exchange rate,6,1.0
2214,Check exchange rate,7,0.97
2214,Check exchange rate,8,0.9
2214,Check exchange rate,9,1.01
2214,Check exchange rate,10,1.07
2214,Check exchange rate,11,0.93
2214,Check exchange rate,12,1.0
2214,Pays cash,13,
2215,Check-in,1,
2215,Check exchange rate,2,0.94
2215,Check exchange rate,3,0.99
2215,Check exchange rate,4,1.0
2215,Check exchange rate,5,1.0
2215,Check exchange rate,6,0.83
2215,Check exchange rate,7,1.05
2215,Check exchange rate,8,0.9
2215,Check exchange rate,9,1.14
2215,Check exchange rate,10,0.85
2215,Check exchange rate,11,1.01
2215,Check exchange rate,12,0.78
2215,Pays cash,13,
2216,Check-in,1,
2216,Check exchange rate,2,0.99
2216,Check exchange rate,3,0.91
2216,Check exchange rate,4,0.85
2216,Check exchange rate,5,0.91
2216,Check exchange rate,6,1.11
2216,Check exchange rate,7,0.96
2216,Check exchange rate,8,1.11
2216,Check exchange rate,9,1.0
2216,Check exchange rate,10,0.91
2216,Check exchange rate,11,0.93
2216,Check exchange rate,12,1.02
2216,Pays cash,13,
2217,Check-in,1,
2217,Check exchange rate,2,0.84
2217,Check exchange rate,3,1.03
2217,Check exchange rate,4,1.08
2217,Check exchange rate,5,1.02
2217,Check exchange rate,6,1.2
2217,Check exchange rate,7,1.02
2217,Check exchange rate,8,1.1
2217,Check exchange rate,9,0.97
2217,Check exchange rate,10,0.91
2217,Check exchange rate,11,1.07
2217,Check exchange rate,12,0.99
2217,Pays cash,13,
2218,Check-in,1,
2218,Check exchange rate,2,1.03
2218,Check exchange rate,3,1.05
2218,Check exchange rate,4,1.11
2218,Check exchange rate,5,0.9
2218,Check exchange rate,6,0.96
2218,Check exchange rate,7,0.87
2218,Check exchange rate,8,1.04
2218,Check exchange rate,9,1.12
2218,Check exchange rate,10,0.95
2218,Check exchange rate,11,1.07
2218,Check exchange rate,12,0.92
2218,Pays by card,13,
2219,Check-in,1,
2219,Check exchange rate,2,1.06
2219,Check exchange rate,3,1.17
2219,Check exchange rate,4,0.8
2219,Check exchange rate,5,0.96
2219,Check exchange rate,6,0.91
2219,Check exchange rate,7,1.07
2219,Check exchange rate,8,1.19
2219,Check exchange rate,9,1.07
2219,Check exchange rate,10,1.3
2219,Check exchange rate,11,0.86
2219,Check exchange rate,12,0.87
2219,Pays by card,13,
2220,Check-in,1,
2220,Check exchange rate,2,0.97
2220,Check exchange rate,3,0.94
2220,Check exchange rate,4,0.93
2220,Check exchange rate,5,0.93
2220,Check exchange rate,6,0.87
2220,Check exchange rate,7,1.15
2220,Check exchange rate,8,0.94
2220,Check exchange rate,9,0.99
2220,Check exchange rate,10,0.97
2220,Check exchange rate,11,0.95
2220,Check exchange rate,12,1.04
2220,Pays by card,13,
2221,Check-in,1,
2221,Check exchange rate,2,0.97
2221,Check exchange rate,3,1.06
2221,Check exchange rate,4,1.08
2221,Check exchange rate,5,1.14
2221,Check exchange rate,6,1.05
2221,Check exchange rate,7,1.01
2221,Check exchange rate,8,1.06
2221,Check exchange rate,9,0.97
2221,Check exchange rate,10,0.97
2221,Check exchange rate,11,0.82
2221,Check exchange rate,12,1.09
2221,Pays by card,13,
2222,Check-in,1,
2222,Check exchange rate,2,1.16
2222,Check exchange rate,3,1.1
2222,Check exchange rate,4,1.0
2222,Check exchange rate,5,0.98
2222,Check exchange rate,6,1.17
2222,Check exchange rate,7,0.94
2222,Check exchange rate,8,1.03
2222,Check exchange rate,9,0.99
2222,Check exchange rate,10,1.12
2222,Check exchange rate,11,1.13
2222,Check exchange rate,12,1.05
2222,Pays cash,13,
2223,Check-in,1,
2223,Check exchange rate,2,0.95
2223,Check exchange rate,3,0.91
2223,Check exchange rate,4,0.99
2223,Check exchange rate,5,0.94
2223,Check exchange rate,6,1.23
2223,Check exchange rate,7,1.15
2223,Check exchange rate,8,1.11
2223,Check exchange rate,9,0.85
2223,Check exchange rate,10,1.09
2223,Check exchange rate,11,1.02
2223,Check exchange rate,12,1.12
2223,Pays cash,13,
2224,Check-in,1,
2224,Check exchange rate,2,1.2
2224,Check exchange rate,3,1.03
2224,Check exchange rate,4,0.97
2224,Check exchange rate,5,0.91
2224,Check exchange rate,6,0.94
2224,Check exchange rate,7,1.07
2224,Check exchange rate,8,1.23
2224,Check exchange rate,9,0.99
2224,Check exchange rate,10,1.12
2224,Check exchange rate,11,1.09
2224,Check exchange rate,12,0.97
2224,Pays cash,13,
2225,Check-in,1,
2225,Check exchange rate,2,1.1
2225,Check exchange rate,3,0.91
2225,Check exchange rate,4,1.11
2225,Check exchange rate,5,1.1
2225,Check exchange rate,6,0.88
2225,Check exchange rate,7,0.95
2225,Check exchange rate,8,1.17
2225,Check exchange rate,9,1.04
2225,Check exchange rate,10,1.08
2225,Check exchange rate,11,0.88
2225,Check exchange rate,12,1.07
2225,Pays cash,13,
2226,Check-in,1,
2226,Check exchange rate,2,1.16
2226,Check exchange rate,3,0.95
2226,Check exchange rate,4,0.93
2226,Check exchange rate,5,1.02
2226,Check exchange rate,6,0.97
2226,Check exchange rate,7,0.81
2226,Check exchange rate,8,1.09
2226,Check exchange rate,9,1.09
2226,Check exchange rate,10,0.9
2226,Check exchange rate,11,1.0
2226,Check exchange rate,12,0.9
2226,Pays cash,13,
2227,Check-in,1,
2227,Check exchange rate,2,0.91
2227,Check exchange rate,3,0.99
2227,Check exchange rate,4,0.87
2227,Check exchange rate,5,1.02
2227,Check exchange rate,6,1.01
2227,Check exchange rate,7,1.1
2227,Check exchange rate,8,1.09
2227,Check exchange rate,9,1.06
2227,Check exchange rate,10,1.04
2227,Check exchange rate,11,0.99
2227,Check exchange rate,12,1.06
2227,Pays cash,13,
2228,Check-in,1,
2228,Check exchange rate,2,1.2
2228,Check exchange rate,3,0.95
2228,Check exchange rate,4,1.05
2228,Check exchange rate,5,1.03
2228,Check exchange rate,6,0.79
2228,Check exchange rate,7,0.93
2228,Check exchange rate,8,1.07
