case_id,activity,event_order,exchange_rate
1621,Check-in,1,
1621,Check exchange rate,2,0.96
1621,Check exchange rate,3,0.95
1621,Check exchange rate,4,0.88
1621,Check exchange rate,5,0.95
1621,Check exchange rate,6,1.05
1621,Check exchange rate,7,1.14
1621,Check exchange rate,8,0.99
1621,Check exchange rate,9,1.15
1621,Check exchange rate,10,1.14
1621,Check exchange rate,11,0.91
1621,Check exchange rate,12,0.98
1621,Pays cash,13,
1622,Check-in,1,
1622,Check exchange rate,2,1.02
1622,Check exchange rate,3,0.95
1622,Check exchange rate,4,1.1
1622,Check exchange rate,5,0.95
1622,Check exchange rate,6,0.93
1622,Check exchange rate,7,0.93
1622,Check exchange rate,8,1.13
1622,Check exchange rate,9,1.0
1622,Check exchange rate,10,0.94
1622,Check exchange rate,11,0.91
1622,Check exchange rate,12,0.97
1622,Pays by card,13,
1623,Check-in,1,
1623,Check exchange rate,2,1.1
1623,Check exchange rate,3,0.95
1623,Check exchange rate,4,1.0
1623,Check exchange rate,5,0.88
1623,Check exchange rate,6,0.91
1623,Check exchange rate,7,1.01
1623,Check exchange rate,8,1.07
1623,Check exchange rate,9,1.29
1623,Check exchange rate,10,1.1
1623,Check exchange rate,11,1.06
1623,Check exchange rate,12,1.01
1623,Pays cash,13,
1624,Check-in,1,
1624,Check exchange rate,2,1.12
1624,Check exchange rate,3,1.03
1624,Check exchange rate,4,1.01
1624,Check exchange rate,5,1.01
1624,Check exchange rate,6,0.92
1624,Check exchange rate,7,0.97
1624,Check exchange rate,8,1.11
1624,Check exchange rate,9,0.93
1624,Check exchange rate,10,0.96
1624,Check exchange rate,11,0.97
1624,Check exchange rate,12,0.92
1624,Pays by card,13,
1625,Check-in,1,
1625,Check exchange rate,2,0.98
1625,Check exchange rate,3,1.04
1625,Check exchange rate,4,0.97
1625,Check exchange rate,5,0.98
1625,Check exchange rate,6,0.82
1625,Check exchange rate,7,0.9
1625,Check exchange rate,8,0.96
1625,Check exchange rate,9,0.98
1625,Check exchange rate,10,1.11
1625,Check exchange rate,11,0.96
1625,Check exchange rate,12,1.1
1625,Pays by card,13,
1626,Check-in,1,
1626,Check exchange rate,2,1.04
1626,Check exchange rate,3,0.92
1626,Check exchange rate,4,0.91
1626,Check exchange rate,5,1.06
1626,Check exchange rate,6,1.01
1626,Check exchange rate,7,1.11
1626,Check exchange rate,8,0.98
1626,Check exchange rate,9,1.02
1626,Check exchange rate,10,1.09
1626,Check exchange rate,11,0.95
1626,Check exchange rate,12,0.79
1626,Pays by card,13,
1627,Check-in,1,
1627,Check exchange rate,2,0.86
1627,Check exchange rate,3,1.06
1627,Check exchange rate,4,1.02
1627,Check exchange rate,5,0.87
1627,Check exchange rate,6,1.13
1627,Check exchange rate,7,0.93
1627,Check exchange rate,8,0.85
1627,Check exchange rate,9,0.97
1627,Check exchange rate,10,1.14
1627,Check exchange rate,11,0.93
1627,Check exchange rate,12,1.04
1627,Pays by card,13,
1628,Check-in,1,
1628,Check exchange rate,2,0.86
1628,Check exchange rate,3,0.93
1628,Check exchange rate,4,1.03
1628,Check exchange rate,5,0.78
1628,Check exchange rate,6,0.84
1628,Check exchange rate,7,1.06
1628,Check exchange rate,8,0.94
1628,Check exchange rate,9,1.08
1628,Check exchange rate,10,0.93
1628,Check exchange rate,11,0.94
1628,Check exchange rate,12,0.86
1628,Pays by card,13,
1629,Check-in,1,
1629,Check exchange rate,2,1.18
1629,Check exchange rate,3,0.98
1629,Check exchange rate,4,1.16
1629,Check exchange rate,5,1.05
1629,Check exchange rate,6,1.09
1629,Check exchange rate,7,1.01
1629,Check exchange rate,8,0.87
1629,Check exchange rate,9,0.73
1629,Check exchange rate,10,0.88
1629,Check exchange rate,11,1.06
1629,Check exchange rate,12,0.93
1629,Pays by card,13,
1630,Check-in,1,
1630,Check exchange rate,2,0.82
1630,Check exchange rate,3,1.01
1630,Check exchange rate,4,0.94
1630,Check exchange rate,5,1.13
1630,Check exchange rate,6,0.98
1630,Check exchange rate,7,1.13
1630,Check exchange rate,8,1.04
1630,Check exchange rate,9,1.14
1630,Check exchange rate,10,0.87
1630,Check exchange rate,11,1.11
1630,Check exchange rate,12,1.02
1630,Pays cash,13,
1631,Check-in,1,
1631,Check exchange rate,2,1.01
1631,Check exchange rate,3,0.95
1631,Check exchange rate,4,1.13
1631,Check exchange rate,5,1.09
1631,Check exchange rate,6,1.04
1631,Check exchange rate,7,1.02
1631,Check exchange rate,8,0.95
1631,Check exchange rate,9,0.99
1631,Check exchange rate,10,0.99
1631,Check exchange rate,11,0.99
1631,Check exchange rate,12,0.99
1631,Pays cash,13,
1632,Check-in,1,
1632,Check exchange rate,2,0.93
1632,Check exchange rate,3,1.02
1632,Check exchange rate,4,0.95
1632,Check exchange rate,5,0.94
1632,Check exchange rate,6,0.98
1632,Check exchange rate,7,1.12
1632,Check exchange rate,8,1.16
1632,Check exchange rate,9,1.1
1632,Check exchange rate,10,1.27
1632,Check exchange rate,11,1.21
1632,Check exchange rate,12,1.0
1632,Pays cash,13,
1633,Check-in,1,
1633,Check exchange rate,2,0.77
1633,Check exchange rate,3,0.95
1633,Check exchange rate,4,0.87
1633,Check exchange rate,5,0.85
1633,Check exchange rate,6,0.95
1633,Check exchange rate,7,0.99
1633,Check exchange rate,8,0.83
1633,Check exchange rate,9,0.98
1633,Check exchange rate,10,1.06
1633,Check exchange rate,11,1.09
1633,Check exchange rate,12,1.08
1633,Pays by card,13,
1634,Check-in,1,
1634,Check exchange rate,2,1.01
1634,Check exchange rate,3,0.93
1634,Check exchange rate,4,0.91
1634,Check exchange rate,5,1.08
1634,Check exchange rate,6,0.97
1634,Check exchange rate,7,1.0
1634,Check exchange rate,8,1.03
1634,Check exchange rate,9,0.97
1634,Check exchange rate,10,1.05
1634,Check exchange rate,11,1.02
1634,Check exchange rate,12,0.95
1634,Pays by card,13,
1635,Check-in,1,
1635,Check exchange rate,2,1.08
1635,Check exchange rate,3,0.91
1635,Check exchange rate,4,0.94
1635,Check exchange rate,5,0.94
1635,Check exchange rate,6,1.14
1635,Check exchange rate,7,0.85
1635,Check exchange rate,8,1.0
1635,Check exchange rate,9,1.01
1635,Check exchange rate,10,1.09
1635,Check exchange rate,11,1.17
1635,Check exchange rate,12,1.01
1635,Pays cash,13,
1636,Check-in,1,
1636,Check exchange rate,2,1.04
1636,Check exchange rate,3,1.16
1636,Check exchange rate,4,1.08
1636,Check exchange rate,5,0.93
1636,Check exchange rate,6,0.99
1636,Check exchange rate,7,1.06
1636,Check exchange rate,8,1.17
1636,Check exchange rate,9,0.96
1636,Check exchange rate,10,0.87
1636,Check exchange rate,11,1.07
1636,Check exchange rate,12,1.08
1636,Pays cash,13,
1637,Check-in,1,
1637,Check exchange rate,2,1.05
1637,Check exchange rate,3,0.86
1637,Check exchange rate,4,1.0
1637,Check exchange rate,5,1.01
1637,Check exchange rate,6,0.98
1637,Check exchange rate,7,0.91
1637,Check exchange rate,8,0.98
1637,Check exchange rate,9,1.1
1637,Check exchange rate,10,0.98
1637,Check exchange rate,11,1.0
1637,Check exchange rate,12,1.02
1637,Pays by card,13,
1638,Check-in,1,
1638,Check exchange rate,2,1.0
1638,Check exchange rate,3,0.94
1638,Check exchange rate,4,1.05
1638,Check exchange rate,5,1.11
1638,Check exchange rate,6,0.82
1638,Check exchange rate,7,0.94
1638,Check exchange rate,8,0.88
1638,Check exchange rate,9,0.97
1638,Check exchange rate,10,1.06
1638,Check exchange rate,11,1.0
1638,Check exchange rate,12,0.91
1638,Pays by card,13,
1639,Check-in,1,
1639,Check exchange rate,2,0.86
1639,Check exchange rate,3,0.86
1639,Check exchange rate,4,0.99
1639,Check exchange rate,5,1.1
1639,Check exchange rate,6,0.97
1639,Check exchange rate,7,1.18
1639,Check exchange rate,8,1.07
1639,Check exchange rate,9,0.98
1639,Check exchange rate,10,1.19
1639,Check exchange rate,11,0.81
1639,Check exchange rate,12,1.07
1639,Pays by card,13,
1640,Check-in,1,
1640,Check exchange rate,2,1.11
1640,Check exchange rate,3,1.09
1640,Check exchange rate,4,1.08
1640,Check exchange rate,5,0.85
1640,Check exchange rate,6,0.82
1640,Check exchange rate,7,1.02
1640,Check exchange rate,8,0.96
1640,Check exchange rate,9,0.95
1640,Check exchange rate,10,1.05
1640,Check exchange rate,11,1.05
1640,Check exchange rate,12,0.96
1640,Pays by card,13,
1641,Check-in,1,
1641,Check exchange rate,2,1.17
1641,Check exchange rate,3,0.77
1641,Check exchange rate,4,1.07
1641,Check exchange rate,5,0.92
1641,Check exchange rate,6,1.11
1641,Check exchange rate,7,1.09
1641,Check exchange rate,8,0.91
1641,Check exchange rate,9,0.95
1641,Check exchange rate,10,0.97
1641,Check exchange rate,11,1.08
1641,Check exchange rate,12,1.0
1641,Pays cash,13,
1642,Check-in,1,
1642,Check exchange rate,2,0.92
1642,Check exchange rate,3,0.98
1642,Check exchange rate,4,0.99
1642,Check exchange rate,5,0.97
1642,Check exchange rate,6,1.07
1642,Check exchange rate,7,0.88
1642,Check exchange rate,8,1.04
1642,Check exchange rate,9,0.84
1642,Check exchange rate,10,1.23
1642,Check exchange rate,11,1.11
1642,Check exchange rate,12,1.04
1642,Pays cash,13,
1643,Check-in,1,
1643,Check exchange rate,2,1.17
1643,Check exchange rate,3,1.08
1643,Check exchange rate,4,1.0
1643,Check exchange rate,5,1.14
1643,Check exchange rate,6,1.19
1643,Check exchange rate,7,0.96
1643,Check exchange rate,8,0.98
1643,Check exchange rate,9,1.08
1643,Check exchange rate,10,0.82
1643,Check exchange rate,11,0.95
1643,Check exchange rate,12,0.93
1643,Pays cash,13,
1644,Check-in,1,
1644,Check exchange rate,2,1.02
1644,Check exchange rate,3,1.05
1644,Check exchange rate,4,0.83
1644,Check exchange rate,5,0.8
1644,Check exchange rate,6,1.14
1644,Check exchange rate,7,0.89
1644,Check exchange rate,8,1.03
1644,Check exchange rate,9,1.02
1644,Check exchange rate,10,0.88
1644,Check exchange rate,11,1.08
1644,Check exchange rate,12,1.17
1644,Pays by card,13,
1645,Check-in,1,
1645,Check exchange rate,2,0.92
1645,Check exchange rate,3,0.99
1645,Check exchange rate,4,0.95
1645,Check exchange rate,5,1.03
1645,Check exchange rate,6,1.06
1645,Check exchange rate,7,1.03
1645,Check exchange rate,8,0.94
1645,Check exchange rate,9,1.01
1645,Check exchange rate,10,0.89
1645,Check exchange rate,11,0.98
1645,Check exchange rate,12,0.94
1645,Pays by card,13,
1646,Check-in,1,
1646,Check exchange rate,2,0.76
1646,Check exchange rate,3,0.94
1646,Check exchange rate,4,1.01
1646,Check exchange rate,5,1.08
1646,Check exchange rate,6,1.12
1646,Check exchange rate,7,0.94
1646,Check exchange rate,8,0.98
1646,Check exchange rate,9,1.06
1646,Check exchange rate,10,1.09
1646,Check exchange rate,11,0.86
1646,Check exchange rate,12,0.9
1646,Pays by card,13,
1647,Check-in,1,
1647,Check exchange rate,2,0.99
1647,Check exchange rate,3,1.03
1647,Check exchange rate,4,1.07
1647,Check exchange rate,5,0.93
1647,Check exchange rate,6,0.92
1647,Check exchange rate,7,1.05
1647,Check exchange rate,8,1.03
1647,Check exchange rate,9,1.12
1647,Check exchange rate,10,0.9
1647,Check exchange rate,11,0.87
1647,Check exchange rate,12,0.94
1647,Pays by card,13,
1648,Check-in,1,
1648,Check exchange rate,2,1.1
1648,Check exchange rate,3,1.06
1648,Check exchange rate,4,0.96
1648,Check exchange rate,5,0.92
1648,Check exchange rate,6,0.9
1648,Check exchange rate,7,0.98
1648,Check exchange rate,8,0.93
1648,Check exchange rate,9,0.95
1648,Check exchange rate,10,1.02
1648,Check exchange rate,11,1.12
1648,Check exchange rate,12,1.12
1648,Pays cash,13,
1649,Check-in,1,
1649,Check exchange rate,2,0.91
1649,Check exchange rate,3,0.98
1649,Check exchange rate,4,1.05
1649,Check exchange rate,5,0.95
1649,Check exchange rate,6,1.02
1649,Check exchange rate,7,1.08
1649,Check exchange rate,8,1.02
1649,Check exchange rate,9,0.84
1649,Check exchange rate,10,0.94
1649,Check exchange rate,11,0.89
1649,Check exchange rate,12,0.85
1649,Pays by card,13,
1650,Check-in,1,
1650,Check exchange rate,2,1.12
1650,Check exchange rate,3,1.2
1650,Check exchange rate,4,0.92
1650,Check exchange rate,5,1.03
1650,Check exchange rate,6,1.15
1650,Check exchange rate,7,0.9
1650,Check exchange rate,8,1.06
1650,Check exchange rate,9,1.1
1650,Check exchange rate,10,1.12
1650,Check exchange rate,11,0.97
1650,Check exchange rate,12,0.91
1650,Pays by card,13,
1651,Check-in,1,
1651,Check exchange rate,2,1.08
1651,Check exchange rate,3,1.02
1651,Check exchange rate,4,0.75
1651,Check exchange rate,5,0.87
1651,Check exchange rate,6,1.01
1651,Check exchange rate,7,0.8
1651,Check exchange rate,8,1.03
1651,Check exchange rate,9,0.9
1651,Check exchange rate,10,1.05
1651,Check exchange rate,11,1.08
1651,Check exchange rate,12,1.09
1651,Pays by card,13,
1652,Check-in,1,
1652,Check exchange rate,2,0.77
1652,Check exchange rate,3,0.95
1652,Check exchange rate,4,0.94
1652,Check exchange rate,5,1.0
1652,Check exchange rate,6,0.99
1652,Check exchange rate,7,0.87
1652,Check exchange rate,8,0.98
1652,Check exchange rate,9,0.95
1652,Check exchange rate,10,1.06
1652,Check exchange rate,11,1.0
1652,Check exchange rate,12,1.06
1652,Pays by card,13,
1653,Check-in,1,
1653,Check exchange rate,2,0.86
1653,Check exchange rate,3,1.03
1653,Check exchange rate,4,0.99
1653,Check exchange rate,5,1.08
1653,Check exchange rate,6,1.05
1653,Check exchange rate,7,0.85
1653,Check exchange rate,8,1.04
1653,Check exchange rate,9,0.98
1653,Check exchange rate,10,0.89
1653,Check exchange rate,11,0.97
1653,Check exchange rate,12,0.97
1653,Pays by card,13,
1654,Check-in,1,
1654,Check exchange rate,2,1.08
1654,Check exchange rate,3,1.0
1654,Check exchange rate,4,1.12
1654,Check exchange rate,5,1.01
1654,Check exchange rate,6,1.02
1654,Check exchange rate,7,0.91
1654,Check exchange rate,8,0.97
1654,Check exchange rate,9,1.04
1654,Check exchange rate,10,1.09
1654,Check exchange rate,11,0.91
1654,Check exchange rate,12,1.05
1654,Pays cash,13,
1655,Check-in,1,
1655,Check exchange rate,2,1.21
1655,Check exchange rate,3,0.96
1655,Check exchange rate,4,1.04
1655,Check exchange rate,5,0.92
1655,Check exchange rate,6,1.04
1655,Check exchange rate,7,1.08
1655,Check exchange rate,8,0.87
1655,Check exchange rate,9,0.9
1655,Check exchange rate,10,0.96
1655,Check exchange rate,11,1.14
1655,Check exchange rate,12,1.13
1655,Pays cash,13,
1656,Check-in,1,
1656,Check exchange rate,2,1.02
1656,Check exchange rate,3,1.01
1656,Check exchange rate,4,0.97
1656,Check exchange rate,5,0.87
1656,Check exchange rate,6,1.03
1656,Check exchange rate,7,1.21
1656,Check exchange rate,8,1.15
1656,Check exchange rate,9,1.01
1656,Check exchange rate,10,0.91
1656,Check exchange rate,11,1.09
1656,Check exchange rate,12,1.05
1656,Pays cash,13,
1657,Check-in,1,
1657,Check exchange rate,2,0.89
1657,Check exchange rate,3,0.77
1657,Check exchange rate,4,1.08
1657,Check exchange rate,5,1.02
1657,Check exchange rate,6,1.09
1657,Check exchange rate,7,0.98
1657,Check exchange rate,8,1.19
1657,Check exchange rate,9,0.94
1657,Check exchange rate,10,0.96
1657,Check exchange rate,11,1.04
1657,Check exchange rate,12,1.1
1657,Pays cash,13,
1658,Check-in,1,
1658,Check exchange rate,2,1.04
1658,Check exchange rate,3,1.0
1658,Check exchange rate,4,0.99
1658,Check exchange rate,5,0.97
1658,Check exchange rate,6,1.08
1658,Check exchange rate,7,0.98
1658,Check exchange rate,8,1.01
1658,Check exchange rate,9,0.86
1658,Check exchange rate,10,1.03
1658,Check exchange rate,11,0.88
1658,Check exchange rate,12,1.05
1658,Pays by card,13,
1659,Check-in,1,
1659,Check exchange rate,2,1.03
1659,Check exchange rate,3,0.86
1659,Check exchange rate,4,1.16
1659,Check exchange rate,5,1.2
1659,Check exchange rate,6,1.0
1659,Check exchange rate,7,1.01
1659,Check exchange rate,8,1.1
1659,Check exchange rate,9,1.11
1659,Check exchange rate,10,0.97
1659,Check exchange rate,11,1.0
1659,Check exchange rate,12,0.97
1659,Pays cash,13,
1660,Check-in,1,
1660,Check exchange rate,2,0.99
1660,Check exchange rate,3,0.87
1660,Check exchange rate,4,1.08
1660,Check exchange rate,5,1.02
1660,Check exchange rate,6,0.9
1660,Check exchange rate,7,0.97
1660,Check exchange rate,8,1.11
1660,Check exchange rate,9,1.19
1660,Check exchange rate,10,1.09
1660,Check exchange rate,11,1.04
1660,Check exchange rate,12,0.95
1660,Pays cash,13,
1661,Check-in,1,
1661,Check exchange rate,2,0.98
1661,Check exchange rate,3,1.05
1661,Check exchange rate,4,0.87
1661,Check exchange rate,5,0.99
1661,Check exchange rate,6,1.21
1661,Check exchange rate,7,1.01
1661,Check exchange rate,8,0.92
1661,Check exchange rate,9,1.15
1661,Check exchange rate,10,1.01
1661,Check exchange rate,11,0.89
1661,Check exchange rate,12,1.15
1661,Pays cash,13,
1662,Check-in,1,
1662,Check exchange rate,2,0.87
1662,Check exchange rate,3,1.07
1662,Check exchange rate,4,1.03
1662,Check exchange rate,5,0.89
1662,Check exchange rate,6,1.17
1662,Check exchange rate,7,1.14
1662,Check exchange rate,8,0.9
1662,Check exchange rate,9,1.08
1662,Check exchange rate,10,0.95
1662,Check exchange rate,11,1.01
1662,Check exchange rate,12,1.11
1662,Pays cash,13,
1663,Check-in,1,
1663,Check exchange rate,2,1.17
1663,Check exchange rate,3,1.16
1663,Check exchange rate,4,1.2
1663,Check exchange rate,5,1.11
1663,Check exchange rate,6,1.2
1663,Check exchange rate,7,0.88
1663,Check exchange rate,8,1.11
1663,Check exchange rate,9,0.9
1663,Check exchange rate,10,1.19
1663,Check exchange rate,11,0.85
1663,Check exchange rate,12,1.2
1663,Pays cash,13,
1664,Check-in,1,
1664,Check exchange rate,2,1.01
1664,Check exchange rate,3,0.95
1664,Check exchange rate,4,1.04
1664,Check exchange rate,5,1.12
1664,Check exchange rate,6,0.89
1664,Check exchange rate,7,1.07
1664,Check exchange rate,8,1.06
1664,Check exchange rate,9,1.02
1664,Check exchange rate,10,0.79
1664,Check exchange rate,11,1.05
1664,Check exchange rate,12,0.85
1664,Pays by card,13,
1665,Check-in,1,
1665,Check exchange rate,2,0.83
1665,Check exchange rate,3,0.83
1665,Check exchange rate,4,0.79
1665,Check exchange rate,5,1.12
1665,Check exchange rate,6,0.89
1665,Check exchange rate,7,1.11
1665,Check exchange rate,8,1.06
1665,Check exchange rate,9,0.94
1665,Check exchange rate,10,1.08
1665,Check exchange rate,11,0.87
1665,Check exchange rate,12,0.94
1665,Pays by card,13,
1666,Check-in,1,
1666,Check exchange rate,2,0.86
1666,Check exchange rate,3,0.98
1666,Check exchange rate,4,0.97
1666,Check exchange rate,5,0.84
1666,Check exchange rate,6,0.91
1666,Check exchange rate,7,0.87
1666,Check exchange rate,8,1.02
1666,Check exchange rate,9,1.07
1666,Check exchange rate,10,0.83
1666,Check exchange rate,11,0.98
1666,Check exchange rate,12,1.0
1666,Pays by card,13,
1667,Check-in,1,
1667,Check exchange rate,2,1.02
1667,Check exchange rate,3,0.93
1667,Check exchange rate,4,0.99
1667,Check exchange rate,5,1.11
1667,Check exchange rate,6,0.98
1667,Check exchange rate,7,0.98
1667,Check exchange rate,8,0.93
1667,Check exchange rate,9,1.1
1667,Check exchange rate,10,1.11
1667,Check exchange rate,11,1.0
1667,Check exchange rate,12,1.1
1667,Pays cash,13,
1668,Check-in,1,
1668,Check exchange rate,2,0.91
1668,Check exchange rate,3,1.0
1668,Check exchange rate,4,1.03
1668,Check exchange rate,5,1.01
1668,Check exchange rate,6,0.89
1668,Check exchange rate,7,0.96
1668,Check exchange rate,8,1.07
1668,Check exchange rate,9,0.92
1668,Check exchange rate,10,0.97
1668,Check exchange rate,11,1.05
1668,Check exchange rate,12,0.84
1668,Pays by card,13,
1669,Check-in,1,
1669,Check exchange rate,2,0.89
1669,Check exchange rate,3,1.06
1669,Check exchange rate,4,1.06
1669,Check exchange rate,5,0.92
1669,Check exchange rate,6,0.94
1669,Check exchange rate,7,0.93
1669,Check exchange rate,8,1.1
1669,Check exchange rate,9,1.16
1669,Check exchange rate,10,0.93
1669,Check exchange rate,11,0.9
1669,Check exchange rate,12,0.75
1669,Pays by card,13,
1670,Check-in,1,
1670,Check exchange rate,2,1.14
1670,Check exchange rate,3,1.18
1670,Check exchange rate,4,0.86
1670,Check exchange rate,5,1.03
1670,Check exchange rate,6,0.98
1670,Check exchange rate,7,0.84
1670,Check exchange rate,8,0.79
1670,Check exchange rate,9,0.92
1670,Check exchange rate,10,1.0
1670,Check exchange rate,11,1.24
1670,Check exchange rate,12,1.23
1670,Pays cash,13,
1671,Check-in,1,
1671,Check exchange rate,2,0.84
1671,Check exchange rate,3,1.01
1671,Check exchange rate,4,1.12
1671,Check exchange rate,5,0.86
1671,Check exchange rate,6,0.99
1671,Check exchange rate,7,1.01
1671,Check exchange rate,8,0.92
1671,Check exchange rate,9,0.95
1671,Check exchange rate,10,0.92
1671,Check exchange rate,11,0.98
1671,Check exchange rate,12,0.97
1671,Pays by card,13,
1672,Check-in,1,
1672,Check exchange rate,2,0.96
1672,Check exchange rate,3,0.93
1672,Check exchange rate,4,1.26
1672,Check exchange rate,5,1.0
1672,Check exchange rate,6,1.09
1672,Check exchange rate,7,0.99
1672,Check exchange rate,8,0.85
1672,Check exchange rate,9,1.07
1672,Check exchange rate,10,0.97
1672,Check exchange rate,11,0.96
1672,Check exchange rate,12,1.01
1672,Pays cash,13,
1673,Check-in,1,
1673,Check exchange rate,2,0.87
1673,Check exchange rate,3,1.02
1673,Check exchange rate,4,1.11
1673,Check exchange rate,5,0.99
1673,Check exchange rate,6,0.76
1673,Check exchange rate,7,0.98
1673,Check exchange rate,8,1.0
1673,Check exchange rate,9,1.02
1673,Check exchange rate,10,1.04
1673,Check exchange rate,11,0.81
1673,Check exchange rate,12,1.06
1673,Pays by card,13,
1674,Check-in,1,
1674,Check exchange rate,2,1.04
1674,Check exchange rate,3,1.02
1674,Check exchange rate,4,0.88
1674,Check exchange rate,5,0.91
1674,Check exchange rate,6,1.01
1674,Check exchange rate,7,0.85
1674,Check exchange rate,8,1.1
1674,Check exchange rate,9,0.87
1674,Check exchange rate,10,1.15
1674,Check exchange rate,11,1.04
1674,Check exchange rate,12,0.89
1674,Pays by card,13,
1675,Check-in,1,
1675,Check exchange rate,2,0.91
1675,Check exchange rate,3,0.96
1675,Check exchange rate,4,1.08
1675,Check exchange rate,5,0.74
1675,Check exchange rate,6,0.9
1675,Check exchange rate,7,1.02
1675,Check exchange rate,8,1.06
1675,Check exchange rate,9,1.01
1675,Check exchange rate,10,1.01
1675,Check exchange rate,11,0.86
1675,Check exchange rate,12,0.92
1675,Pays by card,13,
1676,Check-in,1,
1676,Check exchange rate,2,0.97
1676,Check exchange rate,3,0.94
1676,Check exchange rate,4,0.96
1676,Check exchange rate,5,1.09
1676,Check exchange rate,6,1.05
1676,Check exchange rate,7,0.95
1676,Check exchange rate,8,1.22
1676,Check exchange rate,9,1.09
1676,Check exchange rate,10,0.9
1676,Check exchange rate,11,0.94
1676,Check exchange rate,12,0.95
1676,Pays cash,13,
1677,Check-in,1,
1677,Check exchange rate,2,0.87
1677,Check exchange rate,3,1.16
1677,Check exchange rate,4,0.98
1677,Check exchange rate,5,1.0
1677,Check exchange rate,6,1.01
1677,Check exchange rate,7,1.02
1677,Check exchange rate,8,0.96
1677,Check exchange rate,9,1.15
1677,Check exchange rate,10,0.97
1677,Check exchange rate,11,1.09
1677,Check exchange rate,12,1.08
1677,Pays cash,13,
1678,Check-in,1,
1678,Check exchange rate,2,1.15
1678,Check exchange rate,3,0.9
1678,Check exchange rate,4,0.82
1678,Check exchange rate,5,0.97
1678,Check exchange rate,6,0.83
1678,Check exchange rate,7,0.9
1678,Check exchange rate,8,0.96
1678,Check exchange rate,9,0.84
1678,Check exchange rate,10,0.78
1678,Check exchange rate,11,1.01
1678,Check exchange rate,12,1.16
1678,Pays by card,13,
1679,Check-in,1,
1679,Check exchange rate,2,0.71
1679,Check exchange rate,3,1.09
1679,Check exchange rate,4,1.0
1679,Check exchange rate,5,0.94
1679,Check exchange rate,6,0.88
1679,Check exchange rate,7,1.24
1679,Check exchange rate,8,0.94
1679,Check exchange rate,9,0.99
1679,Check exchange rate,10,1.05
1679,Check exchange rate,11,0.92
1679,Check exchange rate,12,0.99
1679,Pays by card,13,
1680,Check-in,1,
1680,Check exchange rate,2,1.06
1680,Check exchange rate,3,1.04
1680,Check exchange rate,4,0.94
1680,Check exchange rate,5,0.99
1680,Check exchange rate,6,0.81
1680,Check exchange rate,7,1.05
1680,Check exchange rate,8,1.04
1680,Check exchange rate,9,0.94
1680,Check exchange rate,10,0.99
1680,Check exchange rate,11,0.91
1680,Check exchange rate,12,0.87
1680,Pays by card,13,
1681,Check-in,1,
1681,Check exchange rate,2,1.21
1681,Check exchange rate,3,1.13
1681,Check exchange rate,4,1.04
1681,Check exchange rate,5,1.0
1681,Check exchange rate,6,0.84
1681,Check exchange rate,7,0.91
1681,Check exchange rate,8,1.05
1681,Check exchange rate,9,1.0
1681,Check exchange rate,10,0.95
1681,Check exchange rate,11,0.94
1681,Check exchange rate,12,1.07
1681,Pays cash,13,
1682,Check-in,1,
1682,Check exchange rate,2,1.05
1682,Check exchange rate,3,0.93
1682,Check exchange rate,4,0.75
1682,Check exchange rate,5,1.06
1682,Check exchange rate,6,0.92
1682,Check exchange rate,7,0.96
1682,Check exchange rate,8,0.96
1682,Check exchange rate,9,0.98
1682,Check exchange rate,10,1.12
1682,Check exchange rate,11,0.84
1682,Check exchange rate,12,0.96
1682,Pays by card,13,
1683,Check-in,1,
1683,Check exchange rate,2,1.1
1683,Check exchange rate,3,0.82
1683,Check exchange rate,4,0.96
1683,Check exchange rate,5,0.98
1683,Check exchange rate,6,1.16
1683,Check exchange rate,7,1.09
1683,Check exchange rate,8,0.89
1683,Check exchange rate,9,1.12
1683,Check exchange rate,10,1.04
1683,Check exchange rate,11,0.91
1683,Check exchange rate,12,1.13
1683,Pays cash,13,
1684,Check-in,1,
1684,Check exchange rate,2,0.93
1684,Check exchange rate,3,1.15
1684,Check exchange rate,4,0.98
1684,Check exchange rate,5,0.84
1684,Check exchange rate,6,1.01
1684,Check exchange rate,7,0.92
1684,Check exchange rate,8,0.98
1684,Check exchange rate,9,1.08
1684,Check exchange rate,10,1.15
1684,Check exchange rate,11,0.95
1684,Check exchange rate,12,1.27
1684,Pays cash,13,
1685,Check-in,1,
1685,Check exchange rate,2,0.94
1685,Check exchange rate,3,0.9
1685,Check exchange rate,4,1.05
1685,Check exchange rate,5,1.17
1685,Check exchange rate,6,1.04
1685,Check exchange rate,7,1.04
1685,Check exchange rate,8,0.87
1685,Check exchange rate,9,0.95
1685,Check exchange rate,10,1.05
1685,Check exchange rate,11,1.18
1685,Check exchange rate,12,1.16
1685,Pays cash,13,
1686,Check-in,1,
1686,Check exchange rate,2,1.06
1686,Check exchange rate,3,0.99
1686,Check exchange rate,4,0.89
1686,Check exchange rate,5,1.2
1686,Check exchange rate,6,1.09
1686,Check exchange rate,7,1.01
1686,Check exchange rate,8,1.02
1686,Check exchange rate,9,0.9
1686,Check exchange rate,10,1.04
1686,Check exchange rate,11,1.19
1686,Check exchange rate,12,0.95
1686,Pays cash,13,
1687,Check-in,1,
1687,Check exchange rate,2,0.97
1687,Check exchange rate,3,1.01
1687,Check exchange rate,4,0.94
1687,Check exchange rate,5,1.03
1687,Check exchange rate,6,0.94
1687,Check exchange rate,7,1.0
